unit_id,region_name,region_type,year,taxon,common_name,functional_group,commercial_group,catch_tonnes,landings_tonnes,discards_tonnes,reported_tonnes,unreported_tonnes,taxon_key,tl,match_method,tl_source,match_confidence,reference_taxon,sppr,ppr
EEZ_153,Easter Isl. (Chile),EEZ,2019,Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,2159.4641729874998,2133.9619880111,25.5021849764,2133.9619880111,25.5021849764,prionace glauca,4.35,exact_2020_supplement,2020 supplement MeanTL,high,Prionace glauca,2238.7211385683377,4834438.0920481095
EEZ_153,Easter Isl. (Chile),EEZ,2019,Trachurus murphyi,Chilean jack mackerel,Medium pelagics (30 - 89 cm),Perch-likes,419.9972195244,419.9972195244,0.0,0.0497195244,419.9475,trachurus murphyi,3.33,exact_2020_supplement,2020 supplement MeanTL,high,Trachurus murphyi,213.79620895022325,89793.8133039514
EEZ_153,Easter Isl. (Chile),EEZ,2019,Isurus oxyrinchus,Shortfin mako,Large sharks (>=90 cm),Sharks & rays,418.3953542873,418.3953542873,0.0,418.3953542873,0.0,isurus oxyrinchus,4.5,exact_2020_supplement,2020 supplement MeanTL,high,Isurus oxyrinchus,3162.2776601683795,1323082.2819809632
EEZ_153,Easter Isl. (Chile),EEZ,2019,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,318.0776384594,315.0,3.0776384594,0.0,318.0776384594,scombridae,4.26,exact_sea_around_us,Sea Around Us exploited organisms,high,Scombridae,1819.7008586099826,578806.1518092059
EEZ_153,Easter Isl. (Chile),EEZ,2019,Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,110.84375556149999,110.84375556149999,0.0,110.84375556149999,0.0,thunnus alalunga,4.3,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus alalunga,1995.2623149688789,221162.36832148302
EEZ_153,Easter Isl. (Chile),EEZ,2019,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,31.859312306199996,20.864325456699998,10.9949868495,3.3842847106,28.475027595599997,marine fishes not identified,3.28,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine fishes not identified,190.54607179632464,6070.666810078714
EEZ_153,Easter Isl. (Chile),EEZ,2019,Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,28.111140167400002,27.179782049700002,0.9313581177,27.179782049700002,0.9313581177,coryphaena hippurus,4.37,exact_2020_supplement,2020 supplement MeanTL,high,Coryphaena hippurus,2344.228815319923,65898.9448119164
EEZ_153,Easter Isl. (Chile),EEZ,2019,Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,15.7306620944,15.2568354841,0.4738266103,15.2568354841,0.4738266103,thunnus obesus,4.49,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus obesus,3090.295432513592,48612.39322073902
EEZ_153,Easter Isl. (Chile),EEZ,2019,Centrolophidae,Medusafishes,Medium benthopelagics (30 - 89 cm),Perch-likes,14.3018515195,14.3018515195,0.0,0.0,14.3018515195,centrolophidae,3.65,exact_sea_around_us,Sea Around Us exploited organisms,high,Centrolophidae,446.683592150963,6388.4024111399685
EEZ_153,Easter Isl. (Chile),EEZ,2019,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,12.5345676797,12.5345676797,0.0,3.0,9.5345676797,elagatis bipinnulata,4.27,exact_2020_supplement,2020 supplement MeanTL,high,Elagatis bipinnulata,1862.0871366628655,23340.457239999472
EEZ_153,Easter Isl. (Chile),EEZ,2019,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,11.082052392400001,11.0756873729,0.0063650195,11.0756873729,0.0063650195,elasmobranchii,4.05,exact_sea_around_us,Sea Around Us exploited organisms,high,Elasmobranchii,1122.018454301963,12434.26729581402
EEZ_153,Easter Isl. (Chile),EEZ,2019,Ruvettus pretiosus,Oilfish,Large benthopelagics (>=90 cm),Perch-likes,9.0,9.0,0.0,9.0,0.0,ruvettus pretiosus,4.18,exact_2020_supplement,2020 supplement MeanTL,high,Ruvettus pretiosus,1513.5612484362073,13622.051235925865
EEZ_153,Easter Isl. (Chile),EEZ,2019,Thunnus albacares,Yellowfin tuna,Large pelagics (>=90 cm),Tuna & billfishes,5.799413521,5.7600610191,0.039352501899999996,5.7600610191,0.039352501899999996,thunnus albacares,4.41,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus albacares,2570.3957827688646,14906.788056911131
EEZ_153,Easter Isl. (Chile),EEZ,2019,Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,5.3845240101,1.5028453129000001,3.8816786972,1.5028453129000001,3.8816786972,xiphias gladius,4.53,exact_2020_supplement,2020 supplement MeanTL,high,Xiphias gladius,3388.4415613920273,18245.144944136104
EEZ_153,Easter Isl. (Chile),EEZ,2019,Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,5.0257208674,0.0448518671,4.9808690003,0.0448518671,4.9808690003,marine pelagic fishes not identified,3.35,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine pelagic fishes not identified,223.872113856834,1125.1187542392393
EEZ_153,Easter Isl. (Chile),EEZ,2019,Isurus,Mako sharks,Large sharks (>=90 cm),Sharks & rays,2.9186083152999998,0.0,2.9186083152999998,0.0,2.9186083152999998,isurus,4.5,exact_sea_around_us,Sea Around Us exploited organisms,high,Isurus,3162.2776601683795,9229.449874254859
EEZ_153,Easter Isl. (Chile),EEZ,2019,Katsuwonus pelamis,Skipjack tuna,Large pelagics (>=90 cm),Tuna & billfishes,2.874942737,2.874942737,0.0,2.874942737,0.0,katsuwonus pelamis,4.43,exact_2020_supplement,2020 supplement MeanTL,high,Katsuwonus pelamis,2691.534803926914,7738.0084359324
EEZ_153,Easter Isl. (Chile),EEZ,2019,Marine finfishes not identified,Finfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,2.7411882079,2.7411882079,0.0,0.0,2.7411882079,marine finfishes not identified,3.23,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine finfishes not identified,169.82436524617444,465.520547426916
EEZ_153,Easter Isl. (Chile),EEZ,2019,Kajikia audax,Striped marlin,Large pelagics (>=90 cm),Tuna & billfishes,1.965903066,1.965903066,0.0,1.965903066,0.0,kajikia audax,4.58,exact_2020_supplement,2020 supplement MeanTL,high,Kajikia audax,3801.8939632056126,7474.154998872806
EEZ_153,Easter Isl. (Chile),EEZ,2019,Caranx lugubris,Black jack,Large benthopelagics (>=90 cm),Perch-likes,1.7877314399,1.7877314399,0.0,0.0,1.7877314399,caranx lugubris,4.5,exact_2020_supplement,2020 supplement MeanTL,high,Caranx lugubris,3162.2776601683795,5653.303194776419
EEZ_153,Easter Isl. (Chile),EEZ,2019,Panulirus,Spiny lobsters,"Lobsters, crabs",Crustaceans,0.9931841333,0.9931841333,0.0,0.0,0.9931841333,panulirus,2.6,exact_sea_around_us,Sea Around Us exploited organisms,high,Panulirus,39.810717055349734,39.539372514669054
EEZ_153,Easter Isl. (Chile),EEZ,2019,Alopias,Thresher sharks,Large sharks (>=90 cm),Sharks & rays,0.9843309764,0.0,0.9843309764,0.0,0.9843309764,alopias,4.5,exact_sea_around_us,Sea Around Us exploited organisms,high,Alopias,3162.2776601683795,3112.7278568814486
EEZ_153,Easter Isl. (Chile),EEZ,2019,Seriola lalandi,Yellowtail amberjack,Large benthopelagics (>=90 cm),Perch-likes,0.5944795602,0.5944795602,0.0,0.5944795602,0.0,seriola lalandi,4.16,exact_2020_supplement,2020 supplement MeanTL,high,Seriola lalandi,1445.439770745928,859.2843992086281
EEZ_153,Easter Isl. (Chile),EEZ,2019,Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,0.4877632423,0.0064755881000000005,0.4812876542,0.0064755881000000005,0.4812876542,istiophoridae,4.48,exact_sea_around_us,Sea Around Us exploited organisms,high,Istiophoridae,3019.951720402019,1473.021442732752
EEZ_153,Easter Isl. (Chile),EEZ,2019,Carcharhinus falciformis,Silky shark,Large sharks (>=90 cm),Sharks & rays,0.420398596,0.0,0.420398596,0.0,0.420398596,carcharhinus falciformis,4.51,exact_2020_supplement,2020 supplement MeanTL,high,Carcharhinus falciformis,3235.936569296281,1360.3831904772132
EEZ_153,Easter Isl. (Chile),EEZ,2019,Carangoides,Trevallies,Medium reef assoc. fish (30 - 89 cm),Perch-likes,0.3178189227,0.3178189227,0.0,0.0,0.3178189227,carangoides,4.34,exact_sea_around_us,Sea Around Us exploited organisms,high,Carangoides,2187.761623949552,695.3120424480492
EEZ_153,Easter Isl. (Chile),EEZ,2019,Chondrichthyes,"Sharks, rays, chimaeras",Large sharks (>=90 cm),Sharks & rays,0.2600702306,0.2600702306,0.0,0.2600702306,0.0,chondrichthyes,4.0,exact_sea_around_us,Sea Around Us exploited organisms,high,Chondrichthyes,1000.0,260.0702306
EEZ_153,Easter Isl. (Chile),EEZ,2019,Carcharhinus galapagensis,Galapagos shark,Large sharks (>=90 cm),Sharks & rays,0.119182096,0.119182096,0.0,0.0,0.119182096,carcharhinus galapagensis,4.23,exact_2020_supplement,2020 supplement MeanTL,high,Carcharhinus galapagensis,1698.243652461746,202.40023801908646
EEZ_153,Easter Isl. (Chile),EEZ,2019,Istiompax indica,Black marlin,Large pelagics (>=90 cm),Tuna & billfishes,0.11731323639999999,0.11731323639999999,0.0,0.11731323639999999,0.0,istiompax indica,4.5,exact_2020_supplement,2020 supplement MeanTL,high,Istiompax indica,3162.2776601683795,370.97702670977196
EEZ_153,Easter Isl. (Chile),EEZ,2019,Carcharhinus longimanus,Oceanic whitetip shark,Large sharks (>=90 cm),Sharks & rays,0.11509293770000001,0.0,0.11509293770000001,0.0,0.11509293770000001,carcharhinus longimanus,4.16,exact_2020_supplement,2020 supplement MeanTL,high,Carcharhinus longimanus,1445.439770745928,166.35990948356337
EEZ_153,Easter Isl. (Chile),EEZ,2019,Tetrapturus angustirostris,Shortbill spearfish,Large pelagics (>=90 cm),Tuna & billfishes,0.0509770421,0.0509770421,0.0,0.0509770421,0.0,tetrapturus angustirostris,4.5,exact_2020_supplement,2020 supplement MeanTL,high,Tetrapturus angustirostris,3162.2776601683795,161.20356141429298
EEZ_153,Easter Isl. (Chile),EEZ,2019,Coryphaena,Dolphinfishes,Large pelagics (>=90 cm),Perch-likes,0.040378384499999996,0.040378384499999996,0.0,0.040378384499999996,0.0,coryphaena,4.49,exact_sea_around_us,Sea Around Us exploited organisms,high,Coryphaena,3090.295432513592,124.78113719262761
EEZ_153,Easter Isl. (Chile),EEZ,2019,Thunnus orientalis,Pacific bluefin tuna,Large pelagics (>=90 cm),Tuna & billfishes,0.0027009577,0.0,0.0027009577,0.0,0.0027009577,thunnus orientalis,4.05,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus orientalis,1122.018454301963,3.0305243836889852
EEZ_153,Easter Isl. (Chile),EEZ,2019,Thunnus maccoyii,Southern bluefin tuna,Large pelagics (>=90 cm),Tuna & billfishes,0.0026632202,0.0,0.0026632202,0.0,0.0026632202,thunnus maccoyii,3.93,exact_2020_supplement,2020 supplement MeanTL,high,Thunnus maccoyii,851.1380382023768,2.2667680163289416
