unit_id,match_method,tl_source,match_confidence,taxa_count,catch_tonnes,unit_catch_tonnes,unit_taxa,taxa_fraction,catch_fraction
LME_004,exact_2020_supplement,2020 supplement MeanTL,high,48,269353.72511126223,664877.8552277526,129,0.37209302325581395,0.40511760617895093
LME_005,exact_sea_around_us,Sea Around Us exploited organisms,high,201,1082457.5680425193,1549275.8254257175,418,0.48086124401913877,0.6986861540585108
LME_005,exact_2020_supplement,2020 supplement MeanTL,high,217,466818.2573831982,1549275.8254257175,418,0.5191387559808612,0.3013138459414892
LME_006,exact_2020_supplement,2020 supplement MeanTL,high,157,61274.19444497,115599.570034811,283,0.5547703180212014,0.5300555566644256
LME_006,exact_sea_around_us,Sea Around Us exploited organisms,high,126,54325.375589841,115599.570034811,283,0.4452296819787986,0.4699444433355744
LME_007,exact_2020_supplement,2020 supplement MeanTL,high,122,388648.9112819567,700878.7473042159,232,0.5258620689655172,0.5545166161433969
LME_007,exact_sea_around_us,Sea Around Us exploited organisms,high,110,312229.8360222592,700878.7473042159,232,0.47413793103448276,0.4454833838566032
LME_008,exact_2020_supplement,2020 supplement MeanTL,high,48,107720.416510851,148680.2607308072,92,0.5217391304347826,0.7245105435070768
LME_008,exact_sea_around_us,Sea Around Us exploited organisms,high,44,40959.8442199562,148680.2607308072,92,0.4782608695652174,0.2754894564929233
LME_009,exact_2020_supplement,2020 supplement MeanTL,high,62,271225.0657550423,506689.994061008,111,0.5585585585585585,0.5352879846338262
LME_009,exact_sea_around_us,Sea Around Us exploited organisms,high,49,235464.9283059657,506689.994061008,111,0.44144144144144143,0.4647120153661739
LME_010,exact_2020_supplement,2020 supplement MeanTL,high,95,19678.4945914937,21171.9533963985,140,0.6785714285714286,0.9294605095267757
LME_010,exact_sea_around_us,Sea Around Us exploited organisms,high,45,1493.4588049048,21171.9533963985,140,0.32142857142857145,0.07053949047322426
LME_011,exact_2020_supplement,2020 supplement MeanTL,high,106,949479.3634376844,1587670.7135199131,270,0.3925925925925926,0.5980329266971616
LME_011,exact_sea_around_us,Sea Around Us exploited organisms,high,164,638191.3500822289,1587670.7135199131,270,0.6074074074074074,0.40196707330283854
LME_012,exact_sea_around_us,Sea Around Us exploited organisms,high,252,386949.6789431504,625707.9632201534,507,0.4970414201183432,0.6184189776836888
LME_012,exact_2020_supplement,2020 supplement MeanTL,high,255,238758.284277003,625707.9632201534,507,0.5029585798816568,0.38158102231631125
LME_013,exact_2020_supplement,2020 supplement MeanTL,high,79,6493516.779946463,7390380.680601613,184,0.42934782608695654,0.8786444245004521
LME_013,exact_sea_around_us,Sea Around Us exploited organisms,high,105,896863.9006551492,7390380.680601613,184,0.5706521739130435,0.12135557549954791
LME_014,exact_2020_supplement,2020 supplement MeanTL,high,99,1139217.2180863454,1589890.9385366843,195,0.5076923076923077,0.7165379652612315
LME_014,exact_sea_around_us,Sea Around Us exploited organisms,high,96,450673.7204503388,1589890.9385366843,195,0.49230769230769234,0.28346203473876846
LME_015,exact_2020_supplement,2020 supplement MeanTL,high,147,199375.4914398834,292432.0999772061,264,0.5568181818181818,0.6817838789087242
LME_015,exact_sea_around_us,Sea Around Us exploited organisms,high,117,93056.6085373227,292432.0999772061,264,0.4431818181818182,0.31821612109127584
LME_016,exact_2020_supplement,2020 supplement MeanTL,high,141,176897.4575719152,306003.2887419415,254,0.5551181102362205,0.5780900535389221
LME_016,exact_sea_around_us,Sea Around Us exploited organisms,high,113,129105.8311700263,306003.2887419415,254,0.4448818897637795,0.4219099464610779
LME_017,exact_2020_supplement,2020 supplement MeanTL,high,158,246642.6611292279,453226.0308527972,311,0.5080385852090032,0.5441935024454381
LME_017,exact_sea_around_us,Sea Around Us exploited organisms,high,153,206583.3697235693,453226.0308527972,311,0.4919614147909968,0.45580649755456193
LME_018,exact_2020_supplement,2020 supplement MeanTL,high,28,169647.4816779808,219045.62416918142,61,0.45901639344262296,0.7744846870209668
LME_018,exact_sea_around_us,Sea Around Us exploited organisms,high,33,49398.1424912006,219045.62416918142,61,0.5409836065573771,0.22551531297903307
LME_019,exact_2020_supplement,2020 supplement MeanTL,high,29,53579.0212137005,87093.8235737202,64,0.453125,0.6151873808634519
LME_019,exact_sea_around_us,Sea Around Us exploited organisms,high,35,33514.802360019705,87093.8235737202,64,0.546875,0.3848126191365481
LME_020,exact_2020_supplement,2020 supplement MeanTL,high,65,604631.9274699817,675569.0179631643,138,0.47101449275362317,0.8949965309139585
LME_020,exact_sea_around_us,Sea Around Us exploited organisms,high,73,70937.0904931826,675569.0179631643,138,0.5289855072463768,0.10500346908604159
LME_021,exact_sea_around_us,Sea Around Us exploited organisms,high,81,405556.0700439657,707251.5165434973,162,0.5,0.573425521978394
LME_021,exact_2020_supplement,2020 supplement MeanTL,high,81,301695.4464995316,707251.5165434973,162,0.5,0.42657447802160603
LME_022,exact_2020_supplement,2020 supplement MeanTL,high,164,2360936.4714387595,2717260.6982051707,312,0.5256410256410257,0.8688663818669391
LME_022,exact_sea_around_us,Sea Around Us exploited organisms,high,148,356324.2267664112,2717260.6982051707,312,0.47435897435897434,0.13113361813306088
LME_023,exact_2020_supplement,2020 supplement MeanTL,high,71,918052.1507498808,937172.6469930056,117,0.6068376068376068,0.9795976799958103
LME_023,exact_sea_around_us,Sea Around Us exploited organisms,high,46,19120.496243124802,937172.6469930056,117,0.39316239316239315,0.020402320004189692
LME_024,exact_2020_supplement,2020 supplement MeanTL,high,208,943721.5793583774,1139679.567089067,383,0.5430809399477807,0.828058698787415
LME_024,exact_sea_around_us,Sea Around Us exploited organisms,high,175,195957.9877306897,1139679.567089067,383,0.45691906005221933,0.17194130121258494
LME_025,exact_2020_supplement,2020 supplement MeanTL,high,229,274323.7610972734,429516.3330948258,432,0.5300925925925926,0.6386806273946979
LME_025,exact_sea_around_us,Sea Around Us exploited organisms,high,203,155192.5719975524,429516.3330948258,432,0.4699074074074074,0.3613193726053021
LME_026,exact_2020_supplement,2020 supplement MeanTL,high,244,960876.5466587584,1487741.6269238533,482,0.5062240663900415,0.6458625135370624
LME_026,exact_sea_around_us,Sea Around Us exploited organisms,high,238,526865.0802650949,1487741.6269238533,482,0.49377593360995853,0.35413748646293763
LME_027,exact_2020_supplement,2020 supplement MeanTL,high,236,3346234.7466529934,5771015.257329414,412,0.5728155339805825,0.5798346733537302
LME_027,exact_sea_around_us,Sea Around Us exploited organisms,high,176,2424780.51067642,5771015.257329414,412,0.42718446601941745,0.4201653266462698
LME_028,exact_sea_around_us,Sea Around Us exploited organisms,high,153,2833655.7651303564,4469154.981144244,325,0.4707692307692308,0.6340473259678392
LME_028,exact_2020_supplement,2020 supplement MeanTL,high,172,1635499.2160138872,4469154.981144244,325,0.5292307692307693,0.3659526740321608
LME_029,exact_sea_around_us,Sea Around Us exploited organisms,high,71,855542.152200344,1592518.0818040827,147,0.48299319727891155,0.5372260208381081
LME_029,exact_2020_supplement,2020 supplement MeanTL,high,76,736975.9296037386,1592518.0818040827,147,0.5170068027210885,0.4627739791618919
LME_030,exact_sea_around_us,Sea Around Us exploited organisms,high,140,514692.6651183495,794215.4259763142,272,0.5147058823529411,0.6480517102594014
LME_030,exact_2020_supplement,2020 supplement MeanTL,high,132,279522.7608579647,794215.4259763142,272,0.4852941176470588,0.3519482897405985
LME_031,exact_sea_around_us,Sea Around Us exploited organisms,high,117,166699.5570868173,237379.0786316204,205,0.5707317073170731,0.7022504175505375
LME_031,exact_2020_supplement,2020 supplement MeanTL,high,88,70679.5215448031,237379.0786316204,205,0.4292682926829268,0.2977495824494625
LME_032,exact_sea_around_us,Sea Around Us exploited organisms,high,193,3023975.798409274,5436428.793803818,393,0.4910941475826972,0.5562430619630035
LME_032,exact_2020_supplement,2020 supplement MeanTL,high,200,2412452.9953945437,5436428.793803818,393,0.5089058524173028,0.4437569380369964
LME_033,exact_sea_around_us,Sea Around Us exploited organisms,high,102,107195.887761954,147100.3417814472,193,0.5284974093264249,0.7287262997744708
LME_033,exact_2020_supplement,2020 supplement MeanTL,high,91,39904.4540194932,147100.3417814472,193,0.47150259067357514,0.2712737002255292
LME_034,exact_sea_around_us,Sea Around Us exploited organisms,high,179,5179539.039041754,6697725.785375867,288,0.6215277777777778,0.7733280228269431
LME_034,exact_2020_supplement,2020 supplement MeanTL,high,109,1518186.7463341132,6697725.785375867,288,0.3784722222222222,0.2266719771730569
LME_035,exact_sea_around_us,Sea Around Us exploited organisms,high,145,2297500.6793667916,2615825.056861822,214,0.677570093457944,0.8783082314086704
LME_035,exact_2020_supplement,2020 supplement MeanTL,high,69,318324.3774950302,2615825.056861822,214,0.32242990654205606,0.1216917685913295
LME_036,exact_sea_around_us,Sea Around Us exploited organisms,high,208,8813719.17838607,11101666.087778976,340,0.611764705882353,0.7939095905693343
LME_036,exact_2020_supplement,2020 supplement MeanTL,high,132,2287946.9093929054,11101666.087778976,340,0.38823529411764707,0.20609040943066564
LME_037,exact_sea_around_us,Sea Around Us exploited organisms,high,142,1057086.8939323956,1731971.9673227617,219,0.6484018264840182,0.6103371843635632
LME_037,exact_2020_supplement,2020 supplement MeanTL,high,77,674885.073390366,1731971.9673227617,219,0.3515981735159817,0.3896628156364368
LME_038,exact_sea_around_us,Sea Around Us exploited organisms,high,90,1944118.6713466921,2883541.9537540907,142,0.6338028169014085,0.6742120289998343
LME_038,exact_2020_supplement,2020 supplement MeanTL,high,52,939423.2824073987,2883541.9537540907,142,0.36619718309859156,0.32578797100016565
LME_039,exact_sea_around_us,Sea Around Us exploited organisms,high,217,25880.7640581048,44872.4444403339,452,0.48008849557522126,0.5767629640172154
LME_039,exact_2020_supplement,2020 supplement MeanTL,high,235,18991.6803822291,44872.4444403339,452,0.5199115044247787,0.42323703598278456
LME_040,exact_sea_around_us,Sea Around Us exploited organisms,high,161,13568.6339577754,22842.5316976432,332,0.48493975903614456,0.594007447921167
LME_040,exact_2020_supplement,2020 supplement MeanTL,high,171,9273.8977398678,22842.5316976432,332,0.5150602409638554,0.40599255207883295
LME_041,exact_sea_around_us,Sea Around Us exploited organisms,high,183,20760.254472359,39281.0247337031,382,0.4790575916230366,0.528505929086588
LME_041,exact_2020_supplement,2020 supplement MeanTL,high,199,18520.7702613441,39281.0247337031,382,0.5209424083769634,0.47149407091341194
LME_042,exact_2020_supplement,2020 supplement MeanTL,high,111,17532.7393653736,32645.7543579061,246,0.45121951219512196,0.5370603225508724
LME_042,exact_sea_around_us,Sea Around Us exploited organisms,high,135,15113.0149925325,32645.7543579061,246,0.5487804878048781,0.46293967744912756
LME_043,exact_2020_supplement,2020 supplement MeanTL,high,111,18686.7969428345,30450.9174249122,245,0.4530612244897959,0.61366942355394
LME_043,exact_sea_around_us,Sea Around Us exploited organisms,high,134,11764.1204820777,30450.9174249122,245,0.5469387755102041,0.3863305764460599
LME_044,exact_sea_around_us,Sea Around Us exploited organisms,high,194,13664.710434395,19839.0729312876,411,0.4720194647201946,0.6887776702934943
LME_044,exact_2020_supplement,2020 supplement MeanTL,high,217,6174.3624968926,19839.0729312876,411,0.5279805352798054,0.3112223297065056
LME_045,exact_2020_supplement,2020 supplement MeanTL,high,211,25041.116485450002,44647.944981429304,410,0.5146341463414634,0.5608570897465831
LME_045,exact_sea_around_us,Sea Around Us exploited organisms,high,199,19606.828495979298,44647.944981429304,410,0.4853658536585366,0.4391429102534168
LME_046,exact_2020_supplement,2020 supplement MeanTL,high,87,280158.3272979933,431127.7771667331,197,0.4416243654822335,0.6498266688802231
LME_046,exact_sea_around_us,Sea Around Us exploited organisms,high,110,150969.4498687398,431127.7771667331,197,0.5583756345177665,0.35017333111977683
LME_047,exact_sea_around_us,Sea Around Us exploited organisms,high,160,2860946.2095963345,5649829.984210193,254,0.6299212598425197,0.5063773985397677
LME_047,exact_2020_supplement,2020 supplement MeanTL,high,94,2788883.7746138587,5649829.984210193,254,0.3700787401574803,0.4936226014602323
LME_048,exact_sea_around_us,Sea Around Us exploited organisms,high,122,1611687.8018338387,2658977.968899307,175,0.6971428571428572,0.6061305586901882
LME_048,exact_2020_supplement,2020 supplement MeanTL,high,53,1047290.1670654682,2658977.968899307,175,0.3028571428571429,0.39386944130981183
LME_049,exact_sea_around_us,Sea Around Us exploited organisms,high,140,1737369.3964359923,3090456.2651244747,229,0.611353711790393,0.5621724584948999
LME_049,exact_2020_supplement,2020 supplement MeanTL,high,89,1353086.868688482,3090456.2651244747,229,0.388646288209607,0.43782754150509995
LME_050,exact_sea_around_us,Sea Around Us exploited organisms,high,138,1538340.3968175815,2586941.83669577,218,0.6330275229357798,0.5946559659734993
LME_050,exact_2020_supplement,2020 supplement MeanTL,high,80,1048601.4398781885,2586941.83669577,218,0.3669724770642202,0.40534403402650077
LME_051,exact_sea_around_us,Sea Around Us exploited organisms,high,92,786705.2140325026,1092021.837449823,143,0.6433566433566433,0.7204116136264085
LME_051,exact_2020_supplement,2020 supplement MeanTL,high,51,305316.6234173204,1092021.837449823,143,0.35664335664335667,0.27958838637359146
LME_052,exact_sea_around_us,Sea Around Us exploited organisms,high,84,3826894.734182435,4800852.125625119,131,0.6412213740458015,0.7971282251656804
LME_052,exact_2020_supplement,2020 supplement MeanTL,high,47,973957.3914426834,4800852.125625119,131,0.35877862595419846,0.20287177483431953
LME_053,exact_sea_around_us,Sea Around Us exploited organisms,high,39,517378.1147917534,705687.5220776038,63,0.6190476190476191,0.7331546875996169
LME_053,exact_2020_supplement,2020 supplement MeanTL,high,24,188309.4072858504,705687.5220776038,63,0.38095238095238093,0.26684531240038306
LME_054,exact_sea_around_us,Sea Around Us exploited organisms,high,52,280191.1913609018,348828.221273396,93,0.5591397849462365,0.8032354444777002
LME_054,exact_2020_supplement,2020 supplement MeanTL,high,41,68637.0299124942,348828.221273396,93,0.44086021505376344,0.19676455552229977
LME_055,exact_sea_around_us,Sea Around Us exploited organisms,high,8,175.1248022034,212.78852302800001,19,0.42105263157894735,0.8229992845072571
LME_055,exact_2020_supplement,2020 supplement MeanTL,high,11,37.6637208246,212.78852302800001,19,0.5789473684210527,0.17700071549274288
LME_056,exact_2020_supplement,2020 supplement MeanTL,high,2,818.6706854780999,1304.0687744917,4,0.5,0.6277818329000335
LME_056,exact_sea_around_us,Sea Around Us exploited organisms,high,2,485.39808901360004,1304.0687744917,4,0.5,0.37221816709996647
LME_057,exact_sea_around_us,Sea Around Us exploited organisms,high,3,1803.0208838031,2616.1834162357,5,0.6,0.6891798459594931
LME_057,exact_2020_supplement,2020 supplement MeanTL,high,2,813.1625324326,2616.1834162357,5,0.4,0.31082015404050695
LME_058,exact_sea_around_us,Sea Around Us exploited organisms,high,3,593.8297840942,719.2892019078,5,0.6,0.8255786163884584
LME_058,exact_2020_supplement,2020 supplement MeanTL,high,2,125.4594178136,719.2892019078,5,0.4,0.1744213836115416
LME_059,exact_2020_supplement,2020 supplement MeanTL,high,52,575061.2813650751,697974.9116856114,74,0.7027027027027027,0.8238996441523959
LME_059,exact_sea_around_us,Sea Around Us exploited organisms,high,22,122913.6303205362,697974.9116856114,74,0.2972972972972973,0.1761003558476041
LME_060,exact_2020_supplement,2020 supplement MeanTL,high,60,378656.5320043856,420222.2010145739,114,0.5263157894736842,0.901086451620516
LME_060,exact_sea_around_us,Sea Around Us exploited organisms,high,54,41565.6690101883,420222.2010145739,114,0.47368421052631576,0.09891354837948398
LME_061,exact_sea_around_us,Sea Around Us exploited organisms,high,6,0.2214252491,0.2496140134,10,0.6,0.8870705858375497
LME_061,exact_2020_supplement,2020 supplement MeanTL,high,4,0.028188764300000002,0.2496140134,10,0.4,0.11292941416245023
LME_062,exact_2020_supplement,2020 supplement MeanTL,high,64,959859.9003196299,1145168.185954724,120,0.5333333333333333,0.8381824714414303
LME_062,exact_sea_around_us,Sea Around Us exploited organisms,high,56,185308.2856350941,1145168.185954724,120,0.4666666666666667,0.1618175285585698
LME_063,exact_sea_around_us,Sea Around Us exploited organisms,high,26,857.0044020437,1269.735630608,44,0.5909090909090909,0.6749471160648868
LME_063,exact_2020_supplement,2020 supplement MeanTL,high,18,412.73122856429995,1269.735630608,44,0.4090909090909091,0.32505288393511317
LME_065,exact_sea_around_us,Sea Around Us exploited organisms,high,39,99013.32729659039,151507.6717909796,68,0.5735294117647058,0.6535202219541031
LME_065,exact_2020_supplement,2020 supplement MeanTL,high,29,52494.3444943892,151507.6717909796,68,0.4264705882352941,0.34647977804589686
LME_066,exact_sea_around_us,Sea Around Us exploited organisms,high,18,53.560771256600006,53.5919340839,21,0.8571428571428571,0.9994185164646007
LME_066,exact_2020_supplement,2020 supplement MeanTL,high,3,0.031162827299999998,53.5919340839,21,0.14285714285714285,0.0005814835353994414
