unit_id,region_name,region_type,year,taxon,common_name,functional_group,commercial_group,catch_tonnes,landings_tonnes,discards_tonnes,reported_tonnes,unreported_tonnes,taxon_key,tl,match_method,tl_source,match_confidence,reference_taxon,sppr,ppr
LME_005,Gulf of Mexico,LME,2019,Clupeidae,"Herrings, sardines, menhadens",Small pelagics (<30 cm),Herring-likes,489373.64351709944,489371.7970994255,1.8464176739,486533.64865926164,2839.9948578378,clupeidae,3.16,exact_sea_around_us,Sea Around Us exploited organisms,high,Clupeidae,144.5439770745928,70736012.70944557
LME_005,Gulf of Mexico,LME,2019,Marine finfishes not identified,Finfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,169639.7481078118,71331.231428085,98308.5166797268,14430.910664555999,155208.8374432558,marine finfishes not identified,3.23,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine finfishes not identified,169.82436524617444,28808962.542930063
LME_005,Gulf of Mexico,LME,2019,Brevoortia patronus,Gulf menhaden,Medium pelagics (30 - 89 cm),Herring-likes,144577.9402017138,144522.1991264211,55.7410752927,0.0,144577.9402017138,brevoortia patronus,2.19,exact_2020_supplement,2020 supplement MeanTL,high,Brevoortia patronus,15.488166189124811,2239247.1651254925
LME_005,Gulf of Mexico,LME,2019,Crassostrea virginica,American cupped oyster,Other demersal invertebrates,Molluscs,66787.3782226037,66786.1435349736,1.2346876301,47113.8881092157,19673.490113388,crassostrea virginica,2.0,exact_2020_supplement,2020 supplement MeanTL,high,Crassostrea virginica,10.0,667873.782226037
LME_005,Gulf of Mexico,LME,2019,Actinopterygii,Ray-finned fishes,Medium demersals (30 - 89 cm),Other fishes & inverts,63916.78981805509,44770.5915686639,19146.1982493912,68.3122338787,63848.47758417639,actinopterygii,3.79,exact_sea_around_us,Sea Around Us exploited organisms,high,Actinopterygii,616.5950018614822,39410773.136843644
LME_005,Gulf of Mexico,LME,2019,Penaeus setiferus,Northern white shrimp,Shrimps,Crustaceans,53824.164380048496,53824.164380048496,0.0,47262.2381777364,6561.9262023121,penaeus setiferus,2.93,exact_sea_around_us,Sea Around Us exploited organisms,high,Penaeus setiferus,85.11380382023768,4581179.367831673
LME_005,Gulf of Mexico,LME,2019,Micropogonias undulatus,Atlantic croaker,Medium demersals (30 - 89 cm),Perch-likes,44581.565930903904,1047.8547263809,43533.711204523,112.5968455331,44468.9690853708,micropogonias undulatus,3.31,exact_2020_supplement,2020 supplement MeanTL,high,Micropogonias undulatus,204.17379446695296,9102387.479391286
LME_005,Gulf of Mexico,LME,2019,Penaeus aztecus,Northern brown shrimp,Shrimps,Crustaceans,44153.784114040405,44153.784114040405,0.0,41461.0757704524,2692.708343588,penaeus aztecus,2.8,exact_sea_around_us,Sea Around Us exploited organisms,high,Penaeus aztecus,63.0957344480193,2785915.4373346665
LME_005,Gulf of Mexico,LME,2019,Callinectes sapidus,Blue crab,"Lobsters, crabs",Crustaceans,41993.4905836105,41980.661784987606,12.8287986229,36045.5407711745,5947.949812436001,callinectes sapidus,4.0,exact_2020_supplement,2020 supplement MeanTL,high,Callinectes sapidus,1000.0,41993490.583610505
LME_005,Gulf of Mexico,LME,2019,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,40172.977380010896,28362.611160005697,11810.3662200052,5504.0786483494,34668.898731661495,marine fishes not identified,3.28,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine fishes not identified,190.54607179632464,7654803.032123682
LME_005,Gulf of Mexico,LME,2019,Cynoscion,Weakfishes,Medium demersals (30 - 89 cm),Perch-likes,21367.6513089614,5535.8640066668,15831.7873022946,3922.305672634,17445.3456363274,cynoscion,4.21,exact_sea_around_us,Sea Around Us exploited organisms,high,Cynoscion,1621.8100973589299,34654272.64971836
LME_005,Gulf of Mexico,LME,2019,Octopus maya,Mexican foureyed octopus,Cephalopods,Other fishes & inverts,19431.3641131457,19431.3641131457,0.0,18064.271895991,1367.0922171547,octopus maya,3.5,exact_2020_supplement,2020 supplement MeanTL,high,Octopus maya,316.22776601683796,6144736.864159821
LME_005,Gulf of Mexico,LME,2019,Malacostraca,"Lobsters, crabs, shrimps, krill",Shrimps,Crustaceans,18407.7728294367,0.0,18407.7728294367,0.0,18407.7728294367,malacostraca,3.0,exact_sea_around_us,Sea Around Us exploited organisms,high,Malacostraca,100.0,1840777.2829436702
