unit_id,region_name,region_type,year,taxon,common_name,functional_group,commercial_group,catch_tonnes,landings_tonnes,discards_tonnes,reported_tonnes,unreported_tonnes,taxon_key,tl,match_method,tl_source,match_confidence,reference_taxon,sppr,ppr
LME_024,Celtic-Biscay Shelf,LME,2019,Micromesistius poutassou,Blue whiting,Medium benthopelagics (30 - 89 cm),Cod-likes,301257.5162120722,300791.1347928158,466.3814192564,300756.2474911906,501.2687208816,micromesistius poutassou,4.13,exact_2020_supplement,2020 supplement MeanTL,high,Micromesistius poutassou,11809.292685236613,3557638182.5757747
LME_024,Celtic-Biscay Shelf,LME,2019,Scomber scombrus,Atlantic mackerel,Medium pelagics (30 - 89 cm),Perch-likes,142125.2620699105,142010.5789333515,114.683136559,139809.9011143631,2315.3609555474,scomber scombrus,3.63,exact_2020_supplement,2020 supplement MeanTL,high,Scomber scombrus,2640.638121038009,375301384.9843231
LME_024,Celtic-Biscay Shelf,LME,2019,Clupea harengus,Atlantic herring,Medium pelagics (30 - 89 cm),Herring-likes,60339.3086601824,60267.2316688617,72.0769913207,59846.4821073673,492.8265528151,clupea harengus,3.38,exact_2020_supplement,2020 supplement MeanTL,high,Clupea harengus,1248.6806726928048,75344528.52761535
LME_024,Celtic-Biscay Shelf,LME,2019,Pecten maximus,Great Atlantic scallop,Other demersal invertebrates,Molluscs,52110.9141365407,51671.183984885,439.7301516557,51477.606461437696,633.3076751030001,pecten maximus,2.0,exact_2020_supplement,2020 supplement MeanTL,high,Pecten maximus,20.0,1042218.282730814
LME_024,Celtic-Biscay Shelf,LME,2019,Merluccius merluccius,European hake,Large demersals (>=90 cm),Cod-likes,46519.7702784315,45920.4473396314,599.3229388000999,43411.136588275396,3108.6336901561,merluccius merluccius,4.42,exact_2020_supplement,2020 supplement MeanTL,high,Merluccius merluccius,28152.864182630117,1309664774.455835
LME_024,Celtic-Biscay Shelf,LME,2019,Trachurus trachurus,Atlantic horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,40318.5456075458,40293.220358350794,25.325249194999998,40293.2014373679,25.344170177899997,trachurus trachurus,3.71,exact_2020_supplement,2020 supplement MeanTL,high,Trachurus trachurus,3355.7630537706395,135299485.7315687
LME_024,Celtic-Biscay Shelf,LME,2019,Sardina pilchardus,European pilchard,Small pelagics (<30 cm),Herring-likes,36063.2069021263,36062.311669344,0.8952327823,34101.3073448402,1961.8995572861002,sardina pilchardus,3.06,exact_2020_supplement,2020 supplement MeanTL,high,Sardina pilchardus,478.7643354384948,17265777.28627744
LME_024,Celtic-Biscay Shelf,LME,2019,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,30501.8012395329,25469.9967606422,5031.8044788907,23601.748609093298,6900.0526304396,marine fishes not identified,3.28,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine fishes not identified,925.4402624666747,28227594.944819666
LME_024,Celtic-Biscay Shelf,LME,2019,Buccinum undatum,Whelk,Other demersal invertebrates,Molluscs,29687.2264976946,29687.2264976946,0.0,28420.699003335798,1266.5274943588,buccinum undatum,3.75,exact_2020_supplement,2020 supplement MeanTL,high,Buccinum undatum,3782.966436012703,112305781.41908562
LME_024,Celtic-Biscay Shelf,LME,2019,Lophiidae,Goosefishes,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,23933.000514964202,23933.000514964202,0.0,23933.000514964202,0.0,lophiidae,4.46,exact_sea_around_us,Sea Around Us exploited organisms,high,Lophiidae,31736.84749906455,759557987.5384523
LME_024,Celtic-Biscay Shelf,LME,2019,Cancer pagurus,Edible crab,"Lobsters, crabs",Crustaceans,23516.5392792648,23516.5374791829,0.0018000819,22534.7728366183,981.7664426465001,cancer pagurus,3.1,exact_2020_supplement,2020 supplement MeanTL,high,Cancer pagurus,539.7131390694254,12692185.23446145
LME_024,Celtic-Biscay Shelf,LME,2019,Nephrops norvegicus,Norway lobster,"Lobsters, crabs",Crustaceans,21494.924402914698,19648.0736963986,1846.8507065161,18614.9808127542,2879.9435901605,nephrops norvegicus,2.87,exact_2020_supplement,2020 supplement MeanTL,high,Nephrops norvegicus,270.9730451511698,5824545.120751986
LME_024,Celtic-Biscay Shelf,LME,2019,Trachurus,"Jacks, horse mackerels",Medium pelagics (30 - 89 cm),Perch-likes,17969.93113244,17969.93113244,0.0,17969.9275712963,0.0035611437,trachurus,3.69,exact_sea_around_us,Sea Around Us exploited organisms,high,Trachurus,3160.6083878807954,56795915.066830106
LME_024,Celtic-Biscay Shelf,LME,2019,Sprattus sprattus,European sprat,Small pelagics (<30 cm),Herring-likes,17403.3420469832,17360.2448181236,43.0972288596,17360.1936390092,43.148407974,sprattus sprattus,3.01,exact_2020_supplement,2020 supplement MeanTL,high,Sprattus sprattus,412.16422316450075,7173034.955260924
LME_024,Celtic-Biscay Shelf,LME,2019,Melanogrammus aeglefinus,Haddock,Medium demersals (30 - 89 cm),Cod-likes,15308.281178667099,12236.6523337419,3071.6288449252,11991.0737932726,3317.2073853945,melanogrammus aeglefinus,4.03,exact_2020_supplement,2020 supplement MeanTL,high,Melanogrammus aeglefinus,8752.273628615554,133982265.65947989
LME_024,Celtic-Biscay Shelf,LME,2019,Merlangius merlangus,Whiting,Medium benthopelagics (30 - 89 cm),Cod-likes,14680.0915705973,11409.4864138105,3270.6051567868,10961.032419167801,3719.0591514295,merlangius merlangus,4.36,exact_2020_supplement,2020 supplement MeanTL,high,Merlangius merlangus,23521.270987610445,345294411.9549549
LME_024,Celtic-Biscay Shelf,LME,2019,Lepidorhombus,Megrims,Small to medium flatfishes (<90 cm),Flatfishes,10899.4021729795,10666.260543651799,233.1416293277,10663.9128288548,235.4893441247,lepidorhombus,3.96,exact_sea_around_us,Sea Around Us exploited organisms,high,Lepidorhombus,7096.574839945253,77348423.23121095
LME_024,Celtic-Biscay Shelf,LME,2019,Pleuronectes platessa,European plaice,Large flatfishes (>=90 cm),Flatfishes,10293.2663953274,8790.5978548217,1502.6685405057,8352.7585057966,1940.5078895308002,pleuronectes platessa,3.26,exact_2020_supplement,2020 supplement MeanTL,high,Pleuronectes platessa,871.6212107848935,8971829.318426725
LME_024,Celtic-Biscay Shelf,LME,2019,Sepia officinalis,Common cuttlefish,Cephalopods,Other fishes & inverts,8050.3939877224,8050.3939877224,0.0,7966.8418496316,83.5521380908,sepia officinalis,4.27,exact_2020_supplement,2020 supplement MeanTL,high,Sepia officinalis,17962.55396184286,144605636.41855893
LME_024,Celtic-Biscay Shelf,LME,2019,Solea solea,Common sole,Small to medium flatfishes (<90 cm),Flatfishes,7810.6099083396,7707.2460068524,103.3639014872,7255.2306409421,555.3792673975,solea solea,3.21,exact_2020_supplement,2020 supplement MeanTL,high,Solea solea,750.3714304613432,5860858.529696326
