unit_id,region_name,region_type,year,taxon,common_name,functional_group,commercial_group,catch_tonnes,landings_tonnes,discards_tonnes,reported_tonnes,unreported_tonnes,taxon_key,tl,match_method,tl_source,match_confidence,reference_taxon,sppr,ppr
LME_029,Benguela Current,LME,2019,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,335403.74085700896,326904.86425371567,8498.8766032933,58482.711901257004,276921.028955752,marine fishes not identified,3.28,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine fishes not identified,190.54607179632464,63909865.28609549
LME_029,Benguela Current,LME,2019,Trachurus capensis,Cape horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,333940.2050737805,333940.2050737805,0.0,313477.54699592816,20462.6580778523,trachurus capensis,3.47,exact_2020_supplement,2020 supplement MeanTL,high,Trachurus capensis,295.1209226666387,98552741.43686065
LME_029,Benguela Current,LME,2019,Merluccius,Hakes,Medium bathydemersals (30 - 89 cm),Cod-likes,246394.5906820838,246394.5906820838,0.0,232589.9163469155,13804.6743351683,merluccius,4.27,exact_sea_around_us,Sea Around Us exploited organisms,high,Merluccius,1862.0871366628655,458808197.8524202
LME_029,Benguela Current,LME,2019,Sardinella,Sardinellas,Small pelagics (<30 cm),Herring-likes,168049.8497935815,165613.383632342,2436.4661612395003,164327.9833838192,3721.8664097623,sardinella,2.77,exact_sea_around_us,Sea Around Us exploited organisms,high,Sardinella,58.8843655355589,9895508.78344102
LME_029,Benguela Current,LME,2019,Engraulis capensis,Southern African anchovy,Small pelagics (<30 cm),Anchovies,163774.3749582084,154997.6473518229,8776.7276063855,154997.6473518229,8776.7276063855,engraulis capensis,3.0,exact_2020_supplement,2020 supplement MeanTL,high,Engraulis capensis,100.0,16377437.49582084
LME_029,Benguela Current,LME,2019,Trachurus trecae,Cunene horse mackerel,Medium benthopelagics (30 - 89 cm),Perch-likes,68274.0452961552,68274.0452961552,0.0,62572.8454204677,5701.1998756875,trachurus trecae,3.49,exact_2020_supplement,2020 supplement MeanTL,high,Trachurus trecae,309.0295432513592,21098697.03379345
LME_029,Benguela Current,LME,2019,Etrumeus whiteheadi,Whitehead's round herring,Small pelagics (<30 cm),Herring-likes,28230.3001662291,28230.3001662291,0.0,28230.3001662291,0.0,etrumeus whiteheadi,3.4,exact_2020_supplement,2020 supplement MeanTL,high,Etrumeus whiteheadi,251.18864315095797,7091130.794499351
LME_029,Benguela Current,LME,2019,Lophius vomerinus,Devil anglerfish,Medium demersals (30 - 89 cm),Other fishes & inverts,23539.7554977603,9392.0230185655,14147.7324791948,6998.6225302887,16541.1329674716,lophius vomerinus,4.46,exact_2020_supplement,2020 supplement MeanTL,high,Lophius vomerinus,2884.031503126606,67889396.43143842
LME_029,Benguela Current,LME,2019,Merluccius capensis,Shallow-water Cape hake,Large bathydemersals (>=90 cm),Cod-likes,21296.1681022197,11169.1436655305,10127.0244366892,11169.1436655305,10127.0244366892,merluccius capensis,4.46,exact_2020_supplement,2020 supplement MeanTL,high,Merluccius capensis,2884.031503126606,61418819.702681564
LME_029,Benguela Current,LME,2019,Clupeidae,"Herrings, sardines, menhadens",Small pelagics (<30 cm),Herring-likes,15847.9406691375,0.0,15847.9406691375,0.0,15847.9406691375,clupeidae,3.16,exact_sea_around_us,Sea Around Us exploited organisms,high,Clupeidae,144.5439770745928,2290724.3727593175
LME_029,Benguela Current,LME,2019,Trichiurus lepturus,Largehead hairtail,Large benthopelagics (>=90 cm),Perch-likes,13635.782515516,13635.782515516,0.0,12123.680827055301,1512.1016884607,trichiurus lepturus,4.42,exact_2020_supplement,2020 supplement MeanTL,high,Trichiurus lepturus,2630.2679918953813,35865762.29500842
LME_029,Benguela Current,LME,2019,Pleuronectiformes,Flatfishes,Small to medium flatfishes (<90 cm),Flatfishes,11939.788597003,11939.788597003,0.0,11939.788597003,0.0,pleuronectiformes,3.57,exact_sea_around_us,Sea Around Us exploited organisms,high,Pleuronectiformes,371.5352290971724,4436052.091759317
LME_029,Benguela Current,LME,2019,Dentex macrophthalmus,Large-eye dentex,Medium benthopelagics (30 - 89 cm),Perch-likes,11201.8930530112,11201.8930530112,0.0,11200.7434808113,1.1495721999,dentex macrophthalmus,3.52,exact_2020_supplement,2020 supplement MeanTL,high,Dentex macrophthalmus,331.1311214825911,3709295.4093716447
LME_029,Benguela Current,LME,2019,Sardinops sagax,South American pilchard,Medium pelagics (30 - 89 cm),Herring-likes,9878.9009318418,9878.9009318418,0.0,2936.0216797815,6942.879252060301,sardinops sagax,2.84,exact_2020_supplement,2020 supplement MeanTL,high,Sardinops sagax,69.18309709189363,683452.9623288097
LME_029,Benguela Current,LME,2019,Thyrsites atun,Snoek,Large benthopelagics (>=90 cm),Perch-likes,8044.3031394647005,8044.3031394647005,0.0,6140.1514881235,1904.1516513412,thyrsites atun,3.63,exact_2020_supplement,2020 supplement MeanTL,high,Thyrsites atun,426.57951880159254,3431534.9623269923
